loan_amnt,funded_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,is_inc_v,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,chargeoff_within_12_mths,tax_liens,,
24000,24000, 60 months,21.67%,658.36,F3,4 years,OWN,85000,Source Verified,Charged Off,home_improvement,TX,5.07,1,4/12/1980 09:13,2,13,0,13645,15.90%,35,0,0,0,,
20000,20000, 36 months,18.25%,725.56,D5,6 years,RENT,52000,Verified,Charged Off,other,PA,17.31,0,12/18/2001 09:40,1,12,0,11153,50.70%,22,0,0,0,,
10000,10000, 36 months,14.27%,343.09,C2,10+ years,OWN,41300,Source Verified,Charged Off,other,FL,9.62,0,4/9/1975 09:01,1,5,0,10312,94.60%,5,0,0,0,,
15000,15000, 36 months,12.42%,501.23,B4,2 years,RENT,48000,Not Verified,Charged Off,debt_consolidation,MD,1.65,0,10/30/1999 09:25,0,10,0,3092,43.50%,30,0,0,0,,
12000,12000, 36 months,9.91%,386.7,B1,6 years,OWN,34000,Not Verified,Charged Off,credit_card,NJ,23.29,0,7/11/2003 11:05,0,5,0,9708,86.70%,18,0,0,0,,
6000,6000, 36 months,12.42%,200.5,B4,2 years,RENT,60000,Not Verified,Charged Off,debt_consolidation,NC,15.64,0,9/16/2002 09:04,3,7,0,4976,84.30%,12,0,0,0,,
30000,30000, 36 months,8.90%,952.6,A5,4 years,RENT,84000,Source Verified,Charged Off,home_improvement,NC,5.23,0,12/29/1999 11:00,0,21,0,3269,7.10%,26,0,0,0,,
15000,15000, 36 months,10.65%,488.6,B2,5 years,RENT,54000,Verified,Charged Off,debt_consolidation,NY,15.19,0,1/25/1989 01:24,0,8,0,15101,37.40%,13,0,0,0,,
9000,9000, 36 months,6.03%,273.92,A1,10+ years,RENT,60000,Not Verified,Charged Off,credit_card,NV,5.22,0,8/25/1983 01:58,0,6,0,18095,69.60%,15,0,0,0,,
15000,15000, 36 months,14.65%,517.42,C3,10+ years,MORTGAGE,90000,Source Verified,Charged Off,debt_consolidation,CA,6.6,0,8/31/1999 02:39,2,10,0,14650,78.80%,22,0,0,0,,
16000,16000, 60 months,18.64%,411.89,E1,10+ years,MORTGAGE,85000,Not Verified,Charged Off,home_improvement,WI,14.02,0,3/28/2000 02:34,3,8,0,14749,76.40%,21,0,0,0,,
2000,2000, 36 months,8.90%,63.51,A5,n/a,RENT,52000,Not Verified,Charged Off,major_purchase,NJ,29.65,0,12/19/1978 04:37,1,10,0,17872,88%,31,0,0,0,,
30000,30000, 60 months,22.06%,829.6,F4,3 years,MORTGAGE,145164,Verified,Charged Off,debt_consolidation,FL,13.59,0,6/21/2001 10:32,0,20,0,29962,83%,47,0,0,0,,
4000,4000, 36 months,11.71%,132.31,B3,2 years,RENT,19000,Source Verified,Charged Off,credit_card,CO,13.89,0,1/10/2004 01:17,0,4,0,10090,89.70%,19,0,0,0,,
22000,22000, 60 months,16.77%,544.04,D2,< 1 year,RENT,60000,Verified,Charged Off,credit_card,MA,12.92,0,8/1/1987 06:51,1,10,0,21350,76.20%,23,0,0,0,,
16800,16800, 36 months,17.58%,603.83,D4,7 years,MORTGAGE,65000,Not Verified,Charged Off,debt_consolidation,MI,20.61,0,10/1/1999 08:06,1,11,0,10455,69.50%,23,0,0,0,,
14000,14000, 36 months,8.90%,444.55,A5,10+ years,RENT,44000,Not Verified,Charged Off,debt_consolidation,VA,12.9,0,4/7/2004 10:13,0,10,0,20788,53.60%,17,0,0,0,,
18000,18000, 36 months,12.69%,603.81,B5,3 years,MORTGAGE,55000,Not Verified,Charged Off,home_improvement,FL,17.89,0,11/30/1999 08:14,1,13,0,7192,75%,26,0,0,0,,
1000,1000, 60 months,22.35%,27.82,F5,n/a,OWN,4800,Source Verified,Charged Off,debt_consolidation,OH,15.75,1,11/29/2008 08:21,0,2,0,0,0%,6,0,0,0,,
19000,19000, 60 months,11.71%,419.87,B3,10+ years,MORTGAGE,42000,Not Verified,Charged Off,debt_consolidation,VA,10.31,0,4/18/2002 01:53,0,7,0,12177,83.40%,20,0,0,0,,
7025,7025, 60 months,12.42%,157.77,B4,1 year,RENT,21120,Not Verified,Charged Off,other,NC,10.34,0,9/16/2006 09:00,0,5,0,3721,73%,10,0,0,0,,
9600,9600, 36 months,16.77%,341.17,D2,1 year,RENT,43200,Source Verified,Charged Off,debt_consolidation,CA,14.11,2,11/30/1999 11:03,3,5,0,1843,48.50%,26,0,0,0,,
3000,3000, 36 months,16.29%,105.91,D1,10+ years,RENT,65000,Not Verified,Charged Off,debt_consolidation,WA,17.35,0,6/6/1994 06:47,0,8,0,25736,93.90%,14,0,0,0,,
18500,18500, 36 months,17.27%,662.07,D3,7 years,MORTGAGE,73000,Verified,Charged Off,small_business,SC,21.75,1,9/22/1995 01:47,3,10,0,13273,69.30%,27,0,0,0,,
10000,10000, 36 months,6.62%,307.04,A2,7 years,MORTGAGE,100000,Not Verified,Charged Off,debt_consolidation,FL,17.24,0,9/28/1988 02:55,0,13,0,46549,52.90%,41,0,0,0,,
12175,12175, 36 months,7.62%,379.39,A3,10+ years,MORTGAGE,43000,Verified,Charged Off,small_business,GA,20.1,0,2/11/2002 02:50,2,10,0,22082,44.20%,21,0,0,0,,
6000,6000, 36 months,12.42%,200.5,B4,10+ years,RENT,55000,Verified,Charged Off,car,CA,15.67,0,6/22/2001 03:08,1,12,0,20784,62.60%,21,0,0,0,,
9200,9200, 36 months,12.42%,307.43,B4,3 years,RENT,250000,Source Verified,Charged Off,small_business,NJ,1.61,0,6/8/1995 11:12,0,7,0,16044,81.90%,13,0,0,0,,
25000,25000, 36 months,14.27%,857.73,C2,10+ years,MORTGAGE,80000,Verified,Charged Off,debt_consolidation,PA,21.33,0,8/29/1988 05:35,1,12,0,31145,84.40%,24,0,0,0,,
17475,17475, 36 months,14.65%,602.79,C3,1 year,RENT,45000,Not Verified,Charged Off,credit_card,PA,21.84,0,8/24/2001 12:47,1,13,0,18157,72.30%,27,0,0,0,,
6000,6000, 36 months,14.27%,205.86,C2,8 years,RENT,85000,Source Verified,Charged Off,wedding,CA,1.93,0,11/20/2007 12:59,3,11,0,4922,9.20%,12,0,0,0,,
9000,9000, 36 months,16.29%,317.71,D1,< 1 year,MORTGAGE,55000,Verified,Charged Off,debt_consolidation,MI,11.91,1,7/4/1988 04:53,2,12,0,14491,75.10%,25,0,0,0,,
11750,11750, 36 months,7.51%,365.56,A3,10+ years,MORTGAGE,50000,Source Verified,Charged Off,debt_consolidation,AZ,18.33,0,11/24/1995 08:44,1,19,0,13852,25.50%,48,0,0,0,,
4600,4600, 36 months,7.90%,143.94,A4,1 year,RENT,20000,Source Verified,Charged Off,credit_card,LA,6.84,0,9/1/2005 12:48,1,4,0,1589,51.30%,27,0,0,0,,
8000,8000, 36 months,6.62%,245.63,A2,3 years,MORTGAGE,108000,Not Verified,Charged Off,debt_consolidation,SC,6.44,0,5/29/2000 11:02,0,7,0,40584,75.70%,22,0,0,0,,
18000,18000, 60 months,18.64%,463.38,E1,10+ years,MORTGAGE,76937,Source Verified,Charged Off,debt_consolidation,FL,11.93,0,1/27/1995 07:48,1,10,0,1638,10.90%,34,0,0,0,,
14075,14075, 36 months,16.29%,496.86,D1,10+ years,MORTGAGE,50000,Verified,Charged Off,other,AZ,22.9,0,3/9/2004 11:35,0,7,0,24884,70.30%,9,0,0,0,,
21125,21125, 60 months,18.25%,539.32,D5,10+ years,RENT,201000,Verified,Charged Off,debt_consolidation,TX,22.34,0,11/8/1992 01:54,3,15,0,42791,77.20%,39,0,0,0,,
9625,9625, 36 months,15.27%,334.93,C4,< 1 year,MORTGAGE,70000,Source Verified,Charged Off,credit_card,SC,8.57,0,8/12/2003 07:33,1,9,1,16294,72.70%,24,1,0,0,,
10200,10200, 36 months,12.42%,340.84,B4,5 years,OWN,58000,Not Verified,Charged Off,debt_consolidation,AK,11.78,1,5/8/2004 08:18,2,13,0,14592,67.30%,24,0,0,0,,
9000,9000, 36 months,10.65%,293.16,B2,< 1 year,RENT,32000,Source Verified,Charged Off,debt_consolidation,NY,11.89,0,2/27/2006 09:31,0,10,0,7479,68%,13,0,0,0,,
10100,10100, 36 months,14.65%,348.4,C3,6 years,RENT,51000,Source Verified,Charged Off,debt_consolidation,CA,16.54,0,6/9/1981 04:48,1,6,0,5332,89.80%,21,0,0,0,,
7000,7000, 36 months,13.49%,237.52,C1,n/a,RENT,21600,Verified,Charged Off,debt_consolidation,AR,16.56,0,2/18/2002 09:14,0,6,0,8588,79.50%,11,0,0,0,,
5000,5000, 36 months,12.69%,167.73,B5,5 years,MORTGAGE,75000,Not Verified,Charged Off,medical,OR,11.12,0,8/26/1989 12:47,1,10,0,14147,62.90%,24,0,0,0,,
12300,12300, 36 months,17.27%,440.19,D3,10+ years,RENT,54000,Verified,Charged Off,debt_consolidation,NC,15.09,0,5/30/2000 08:11,2,11,0,10501,95.50%,23,0,0,0,,
11250,11250, 36 months,12.69%,377.38,B5,10+ years,MORTGAGE,78000,Verified,Charged Off,debt_consolidation,WA,22.04,0,2/27/1972 12:19,0,20,0,30195,62.50%,53,0,0,0,,
5400,5400, 36 months,6.62%,165.8,A2,4 years,OWN,36000,Not Verified,Charged Off,car,FL,7.17,0,4/7/1993 12:14,2,7,0,5899,30.60%,16,0,0,0,,
4500,4500, 36 months,11.71%,148.85,B3,3 years,MORTGAGE,120000,Not Verified,Charged Off,debt_consolidation,TX,7.61,1,8/26/1989 04:52,0,12,0,8184,61.50%,42,0,0,0,,
22250,22250, 60 months,18.25%,568.04,D5,6 years,RENT,50000,Verified,Charged Off,debt_consolidation,FL,19.61,0,11/13/1997 06:28,0,5,0,25971,88.90%,20,0,0,0,,
7300,7300, 36 months,6.62%,224.14,A2,3 years,MORTGAGE,52000,Source Verified,Charged Off,debt_consolidation,MI,17.39,1,8/5/1999 11:51,2,16,0,3170,17.20%,29,0,0,0,,
12000,12000, 36 months,14.27%,411.71,C2,8 years,MORTGAGE,50000,Not Verified,Charged Off,credit_card,FL,14.05,0,1/28/1995 08:12,1,11,0,21401,72.10%,16,0,0,0,,
24000,24000, 60 months,17.27%,599.96,D3,3 years,MORTGAGE,69128,Verified,Charged Off,debt_consolidation,AK,22.67,0,3/9/1993 08:28,3,6,0,3003,53.60%,29,0,0,0,,
4000,4000, 36 months,6.03%,121.75,A1,< 1 year,RENT,18000,Verified,Charged Off,debt_consolidation,FL,24.93,0,1/21/2002 08:13,0,8,0,3601,33.30%,22,0,0,0,,
3225,3225, 36 months,11.71%,106.68,B3,4 years,MORTGAGE,14000,Not Verified,Charged Off,debt_consolidation,MI,18.69,0,4/11/2004 01:53,0,8,0,7419,86.30%,12,0,0,0,,
10000,10000, 36 months,14.27%,343.09,C2,4 years,RENT,39500,Not Verified,Charged Off,debt_consolidation,AZ,17.92,0,3/30/1995 03:55,1,7,0,8853,86%,9,0,0,0,,
14000,14000, 36 months,9.91%,451.15,B1,2 years,RENT,25356,Source Verified,Charged Off,small_business,NC,16.56,0,8/2/1994 01:22,5,4,0,0,0%,4,0,0,0,,
17000,17000, 60 months,16.77%,420.4,D2,5 years,MORTGAGE,70500,Source Verified,Charged Off,debt_consolidation,AL,10.47,0,7/10/2004 03:45,1,12,0,8155,55.10%,26,0,0,0,,
9000,9000, 36 months,15.27%,313.18,C4,10+ years,RENT,54000,Not Verified,Charged Off,debt_consolidation,AZ,24.06,0,6/22/1979 02:00,1,10,0,8533,75.50%,18,0,0,0,,
30000,30000, 36 months,17.27%,1073.62,D3,8 years,RENT,91000,Verified,Charged Off,small_business,IL,12.17,0,7/26/2001 02:11,2,9,0,2204,55.10%,19,0,0,0,,
12000,12000, 36 months,8.90%,381.04,A5,2 years,RENT,60000,Not Verified,Charged Off,credit_card,CO,27.54,0,1/27/2001 04:32,0,20,0,28938,38.20%,32,0,0,0,,
24000,24000, 60 months,10.65%,517.64,B2,10+ years,MORTGAGE,47000,Verified,Charged Off,medical,MI,14.94,0,12/14/1997 04:33,0,6,0,4897,23.90%,22,0,0,0,,
10000,10000, 36 months,17.58%,359.43,D4,4 years,RENT,50000,Not Verified,Charged Off,debt_consolidation,OK,4.34,0,7/11/1981 10:22,1,2,0,6038,54.90%,3,0,0,0,,
15000,15000, 36 months,12.42%,501.23,B4,10+ years,RENT,120000,Source Verified,Charged Off,debt_consolidation,CA,9.67,0,4/18/2003 06:32,0,11,0,30684,81%,29,0,0,0,,
7000,7000, 36 months,9.91%,225.58,B1,2 years,RENT,32000,Source Verified,Charged Off,debt_consolidation,PA,15.49,0,6/2/2000 09:47,1,5,0,9446,58%,9,0,0,0,,
10000,10000, 36 months,13.49%,339.31,C1,7 years,MORTGAGE,40000,Not Verified,Charged Off,small_business,AL,18.84,3,3/14/1981 08:49,1,9,0,14247,53.10%,20,0,0,0,,
8000,8000, 36 months,15.27%,278.39,C4,10+ years,MORTGAGE,80000,Source Verified,Charged Off,vacation,CO,6.77,0,1/23/2002 11:58,1,4,0,2794,79.80%,6,0,0,0,,
12400,12400, 60 months,20.89%,334.7,F1,5 years,RENT,80000,Verified,Charged Off,debt_consolidation,SC,23.4,0,4/29/2001 05:06,2,8,2,9997,92.60%,16,2,0,0,,
15750,15750, 36 months,7.51%,490,A3,n/a,OWN,75000,Source Verified,Charged Off,other,FL,18.33,0,5/6/1980 02:45,1,13,0,30526,30.60%,32,0,0,0,,
15000,15000, 36 months,7.90%,469.36,A4,4 years,RENT,40000,Not Verified,Charged Off,debt_consolidation,CA,24.54,0,3/25/1996 01:25,0,7,0,5825,60.70%,35,0,0,0,,
18000,18000, 60 months,18.64%,463.38,E1,2 years,MORTGAGE,67500,Verified,Charged Off,debt_consolidation,FL,6.52,2,10/5/2005 08:38,0,7,0,3302,28.70%,9,0,0,0,,
17500,17500, 36 months,9.91%,563.94,B1,8 years,OWN,35000,Verified,Charged Off,debt_consolidation,NC,28.46,0,3/31/2001 05:09,0,9,0,10859,48.30%,17,0,0,0,,
4575,4575, 36 months,12.42%,152.88,B4,< 1 year,RENT,23000,Source Verified,Charged Off,debt_consolidation,OR,24.62,0,1/27/2007 06:19,0,6,0,6242,91.80%,9,0,0,0,,
4000,4000, 36 months,17.58%,143.77,D4,6 years,RENT,54000,Verified,Charged Off,other,CA,15.62,0,9/11/1998 08:55,3,8,0,3223,94.50%,17,0,0,0,,
8700,8700, 36 months,7.51%,270.67,A3,10+ years,MORTGAGE,47000,Verified,Charged Off,house,FL,17.8,0,6/11/2004 11:03,1,10,0,4826,19.80%,13,0,0,0,,
8000,8000, 36 months,6.03%,243.49,A1,10+ years,RENT,63000,Not Verified,Charged Off,other,NY,6.04,0,6/19/1997 08:52,2,6,0,1829,10%,20,0,0,0,,
3600,3600, 36 months,11.71%,119.08,B3,5 years,MORTGAGE,72000,Not Verified,Charged Off,debt_consolidation,NC,9.08,1,9/7/1999 09:54,1,6,0,6043,85.80%,25,0,0,0,,
11600,11600, 60 months,20.30%,309.27,E5,7 years,MORTGAGE,45000,Verified,Charged Off,debt_consolidation,LA,9.47,0,12/20/2002 10:16,2,6,0,1642,25.30%,14,0,0,0,,
8400,8400, 36 months,8.90%,266.73,A5,2 years,RENT,76000,Not Verified,Fully Paid,debt_consolidation,CA,18.5,0,1/8/2002 09:25,0,9,0,19149,43.70%,32,0,0,0,,
15000,15000, 36 months,18.25%,544.17,D3,6 years,RENT,28000,Verified,Fully Paid,debt_consolidation,NY,20.23,0,9/5/1999 12:21,2,11,0,14590,76.70%,23,0,0,0,,
7700,7700, 36 months,10.16%,249.04,B1,4 years,RENT,52600,Not Verified,Fully Paid,credit_card,PA,23.82,0,12/14/2003 07:03,1,24,0,7544,34.80%,27,0,0,0,,
4000,4000, 36 months,13.11%,134.99,B4,6 years,RENT,56208,Not Verified,Fully Paid,debt_consolidation,CA,22.54,0,10/18/1999 01:45,0,14,0,10931,85.20%,26,0,0,0,,
10000,10000, 36 months,13.99%,341.73,C1,5 years,OWN,100000,Not Verified,Fully Paid,credit_card,GA,22.82,0,10/23/1996 05:16,2,14,0,9510,58.90%,20,0,0,0,,
8000,8000, 36 months,7.62%,249.3,A3,5 years,RENT,96000,Not Verified,Fully Paid,debt_consolidation,MA,11.09,0,8/11/1999 09:43,2,10,0,669,2%,24,0,0,0,,
12000,12000, 36 months,7.90%,375.49,A4,10+ years,RENT,100000,Not Verified,Fully Paid,debt_consolidation,CA,4.32,0,4/24/1999 06:02,0,3,0,157,0%,12,0,0,0,,
6600,6600, 36 months,6.03%,200.88,A1,1 year,MORTGAGE,45000,Not Verified,Fully Paid,debt_consolidation,VA,10.45,0,7/18/2006 02:15,0,11,0,151,0.80%,18,0,0,0,,
35000,35000, 60 months,21.49%,956.55,E3,7 years,MORTGAGE,114000,Verified,Fully Paid,credit_card,NV,16.24,1,3/8/1988 09:51,1,19,0,38651,48.40%,33,0,0,0,,
10000,10000, 36 months,6.03%,304.36,A1,1 year,MORTGAGE,108000,Not Verified,Fully Paid,home_improvement,TX,6.26,0,2/2/2002 08:03,0,10,0,4653,10.10%,21,0,0,0,,
20000,20000, 36 months,6.03%,608.72,A1,6 years,MORTGAGE,144000,Verified,Fully Paid,house,TX,5.37,0,3/21/1999 07:39,0,10,0,34551,38%,22,0,0,0,,
8000,8000, 36 months,7.62%,249.3,A3,2 years,MORTGAGE,90000,Source Verified,Fully Paid,debt_consolidation,FL,11.93,0,11/5/1999 10:50,2,10,0,10941,34.10%,21,0,0,0,,
3000,3000, 36 months,7.62%,93.49,A3,3 years,MORTGAGE,68600,Source Verified,Fully Paid,home_improvement,UT,11.51,0,3/23/2005 11:01,1,18,0,11353,19.30%,30,0,0,0,,
7000,7000, 36 months,9.76%,225.09,B1,5 years,MORTGAGE,135000,Source Verified,Fully Paid,debt_consolidation,IL,8.34,0,12/5/1999 10:19,1,12,0,64943,86.20%,30,0,0,0,,
24000,24000, 36 months,7.51%,746.66,A3,< 1 year,MORTGAGE,90000,Verified,Fully Paid,debt_consolidation,IL,2.73,0,8/9/2002 09:39,1,12,0,6118,9.70%,33,0,0,0,,
18000,18000, 60 months,14.33%,421.92,C1,6 years,RENT,51000,Verified,Fully Paid,home_improvement,MD,2.35,0,8/8/2000 05:36,3,7,0,917,8.40%,32,0,0,0,,
3000,3000, 36 months,6.62%,92.12,A2,< 1 year,MORTGAGE,35000,Not Verified,Fully Paid,car,AZ,20.26,0,6/24/2006 05:53,0,6,0,3648,28.10%,14,0,0,0,,
12000,12000, 36 months,8.90%,381.04,A5,10+ years,RENT,30000,Source Verified,Fully Paid,debt_consolidation,OH,22.4,0,3/16/2001 07:53,0,16,0,9065,28.50%,23,0,0,0,,
8400,8400, 36 months,15.31%,292.47,C2,1 year,OWN,32400,Source Verified,Fully Paid,credit_card,RI,18.24,0,11/11/2006 03:39,0,11,0,9488,64.10%,17,0,0,0,,
8000,8000, 36 months,7.90%,250.33,A4,6 years,MORTGAGE,42300,Not Verified,Fully Paid,home_improvement,AZ,13.16,0,11/5/1995 03:12,0,8,0,1750,48.60%,19,0,0,0,,
21600,21600, 36 months,7.90%,675.87,A4,10+ years,MORTGAGE,95000,Verified,Fully Paid,house,WI,3.42,0,5/5/1999 10:59,2,9,0,416,1.60%,24,0,0,0,,
16000,16000, 60 months,16.29%,391.56,C4,2 years,MORTGAGE,70000,Verified,Fully Paid,home_improvement,GA,16.51,0,11/9/1994 04:03,1,9,0,6273,37.50%,22,0,0,0,,
3600,3600, 36 months,6.03%,109.57,A1,2 years,OWN,24960,Not Verified,Fully Paid,major_purchase,CA,24.33,0,8/20/1985 02:24,0,9,0,1863,13.40%,16,0,0,0,,
12000,12000, 36 months,12.12%,399.26,B3,6 years,RENT,55000,Not Verified,Fully Paid,debt_consolidation,CA,9.38,0,12/23/1998 11:12,0,10,0,17211,69.40%,26,0,0,0,,
19600,19600, 60 months,25.83%,584.87,G2,6 years,OWN,75000,Verified,Fully Paid,small_business,MO,28.34,0,3/31/2002 12:00,0,19,0,62397,84.10%,37,0,0,0,,
8000,8000, 36 months,6.62%,245.63,A2,10+ years,RENT,48000,Not Verified,Fully Paid,other,CA,4.98,1,6/6/1991 05:29,0,5,0,8741,27.10%,9,0,0,0,,
7600,7600, 36 months,6.03%,231.32,A1,1 year,MORTGAGE,86000,Not Verified,Fully Paid,wedding,OK,6.03,0,6/27/1995 10:32,0,8,0,16282,50.90%,26,0,0,0,,
13500,13500, 36 months,13.49%,458.07,C1,3 years,RENT,72000,Verified,Fully Paid,credit_card,WA,21.43,0,9/3/2000 08:18,2,9,0,58611,70.70%,24,0,0,0,,
11750,11750, 36 months,6.03%,357.62,A1,1 year,RENT,50000,Not Verified,Fully Paid,debt_consolidation,CA,9.98,0,4/20/2005 09:03,0,8,0,1524,8.20%,17,0,0,0,,
30000,30000, 36 months,14.33%,1030.15,C1,10+ years,OWN,155000,Verified,Fully Paid,home_improvement,WA,11.54,1,7/16/1976 03:54,1,16,0,50816,90.90%,33,0,0,0,,
6400,6400, 36 months,7.90%,200.26,A4,7 years,RENT,38500,Verified,Fully Paid,credit_card,CA,20.38,1,12/2/2001 07:17,1,15,0,6568,17%,45,0,0,0,,
2000,2000, 36 months,10.74%,65.24,B2,10+ years,RENT,43000,Not Verified,Fully Paid,credit_card,VA,15.68,0,2/8/1995 01:09,0,9,0,16370,75.40%,27,0,0,0,,
21000,21000, 36 months,7.62%,654.39,A3,4 years,RENT,55200,Not Verified,Fully Paid,wedding,WA,4.62,1,7/24/1993 10:41,0,14,0,5859,18.40%,18,0,0,0,,
3125,3125, 36 months,13.99%,106.79,C1,2 years,MORTGAGE,85000,Verified,Fully Paid,major_purchase,PA,2.26,0,3/5/2002 07:55,1,6,0,2667,45.20%,17,0,0,0,,
15000,15000, 36 months,9.76%,482.32,B1,1 year,RENT,84500,Verified,Fully Paid,debt_consolidation,VA,17.75,0,3/11/2001 12:11,1,12,0,12761,72.90%,25,0,0,0,,
13850,13850, 36 months,6.03%,421.54,A1,6 years,RENT,45000,Verified,Fully Paid,debt_consolidation,CA,34.21,0,9/26/1983 06:39,0,17,0,20105,22.50%,40,0,0,0,,
5500,5500, 36 months,13.67%,187.1,B5,3 years,RENT,55000,Not Verified,Fully Paid,debt_consolidation,NJ,20.71,0,7/24/1987 12:40,2,17,0,9486,60.60%,25,0,0,0,,
22800,22800, 36 months,6.62%,700.05,A2,2 years,OWN,62000,Verified,Fully Paid,house,CA,9.47,0,9/14/2004 12:56,1,9,0,3033,8.70%,12,0,0,0,,
15350,15350, 36 months,8.90%,487.42,A5,6 years,MORTGAGE,42000,Verified,Fully Paid,house,CA,15.74,0,9/30/2000 09:33,4,11,0,5669,18.30%,16,0,0,0,,
20000,16075, 36 months,10.74%,524.3,B2,8 years,OWN,108000,Verified,Fully Paid,debt_consolidation,TX,30.34,0,8/16/2000 02:06,0,16,0,16150,41%,30,0,0,0,,
16000,16000, 36 months,14.65%,551.91,C3,< 1 year,RENT,70000,Source Verified,Fully Paid,debt_consolidation,NJ,12.33,0,7/28/2001 12:44,3,5,0,4384,15.30%,18,0,0,0,,
15000,15000, 36 months,11.14%,492.08,B2,1 year,MORTGAGE,205000,Source Verified,Fully Paid,home_improvement,TX,17.31,0,6/14/1988 04:14,0,20,0,50772,68.10%,47,0,0,0,,
21000,21000, 60 months,18.75%,541.87,D3,4 years,MORTGAGE,80000,Verified,Fully Paid,credit_card,MI,14.33,0,9/27/2002 02:17,3,11,0,34630,71.10%,25,0,0,0,,
8000,8000, 36 months,7.90%,250.33,A4,1 year,MORTGAGE,100000,Not Verified,Fully Paid,debt_consolidation,NY,22.37,2,12/31/1995 06:10,2,18,0,6049,18.20%,63,0,0,0,,
16200,16200, 36 months,6.03%,493.06,A1,< 1 year,MORTGAGE,80004,Not Verified,Fully Paid,debt_consolidation,CA,8.46,0,11/2/2004 01:13,0,10,0,9624,37%,14,0,0,0,,
14000,14000, 36 months,8.90%,444.55,A5,10+ years,MORTGAGE,140000,Source Verified,Fully Paid,debt_consolidation,IL,24.21,0,12/30/1997 03:13,0,12,0,72856,83.40%,35,0,0,0,,
10500,10500, 36 months,14.65%,362.19,C3,< 1 year,RENT,50000,Source Verified,Fully Paid,debt_consolidation,NJ,18.14,1,10/1/2002 08:40,1,10,0,12169,54.30%,27,0,0,0,,
5000,5000, 36 months,6.03%,152.18,A1,6 years,RENT,67259,Not Verified,Fully Paid,debt_consolidation,CA,1.77,0,1/7/1995 09:05,0,7,0,4601,6.60%,18,0,0,0,,
9975,9975, 36 months,6.03%,303.6,A1,3 years,RENT,60000,Not Verified,Fully Paid,home_improvement,CA,12.48,0,7/16/2000 10:13,0,9,0,3132,12.60%,24,0,0,0,,
12800,12800, 36 months,6.03%,389.58,A1,10+ years,MORTGAGE,90000,Not Verified,Fully Paid,debt_consolidation,NM,4.41,0,8/1/1997 08:39,0,6,0,15628,59%,24,0,0,0,,
20000,20000, 60 months,20.89%,539.84,F1,4 years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,MI,23.57,0,6/1/1995 08:13,1,18,0,12163,60.80%,31,0,0,0,,
10000,10000, 36 months,6.62%,307.04,A2,4 years,MORTGAGE,33696,Not Verified,Fully Paid,home_improvement,CO,27.93,0,6/30/1993 05:51,1,7,0,4274,18.70%,18,0,0,0,,
8000,8000, 36 months,7.51%,248.89,A3,7 years,RENT,84000,Not Verified,Fully Paid,other,CA,12.16,0,6/4/2005 08:44,1,13,0,6968,25.20%,24,0,0,0,,
13000,13000, 36 months,11.14%,426.47,B2,10+ years,MORTGAGE,63000,Not Verified,Fully Paid,debt_consolidation,AR,19.05,0,5/11/2001 08:25,0,8,0,22963,79.90%,22,0,0,0,,
28000,28000, 36 months,8.90%,889.09,A5,7 years,MORTGAGE,85000,Source Verified,Fully Paid,small_business,CA,2.98,0,12/17/1999 02:30,2,5,0,8615,28.40%,16,0,0,0,,
9350,9350, 36 months,6.62%,287.08,A2,< 1 year,MORTGAGE,100000,Source Verified,Fully Paid,debt_consolidation,GA,21.14,0,1/23/2001 09:23,1,8,0,221,2.10%,31,0,0,0,,
7200,7200, 36 months,13.11%,242.98,B4,10+ years,MORTGAGE,95000,Not Verified,Fully Paid,home_improvement,NY,11.17,0,10/5/1997 10:48,2,15,0,15122,53.60%,32,0,0,0,,
35000,35000, 60 months,19.91%,925.54,E4,10+ years,MORTGAGE,132000,Verified,Fully Paid,debt_consolidation,CA,9.11,0,11/21/1996 10:43,2,11,1,13823,58.60%,29,1,0,0,,
35000,21775, 60 months,22.74%,610.6,G1,10+ years,RENT,76000,Source Verified,Fully Paid,house,NY,0.24,1,5/21/1995 09:16,3,3,0,1455,14.50%,31,0,0,0,,
15000,15000, 36 months,9.91%,483.38,B1,10+ years,MORTGAGE,51000,Not Verified,Fully Paid,debt_consolidation,AK,9.16,0,10/8/1994 02:48,1,11,0,11615,33.90%,24,0,0,0,,
18000,18000, 36 months,13.11%,607.45,B4,1 year,RENT,72000,Not Verified,Fully Paid,debt_consolidation,DC,23.26,0,8/30/2001 04:32,0,11,0,18175,70.20%,33,0,0,0,,
9000,9000, 36 months,15.96%,316.24,C5,6 years,MORTGAGE,95000,Not Verified,Fully Paid,debt_consolidation,NY,16.65,0,2/13/2006 04:14,1,14,0,16227,48.60%,25,0,0,0,,
3200,3200, 36 months,7.62%,99.72,A3,4 years,OWN,18996,Verified,Fully Paid,other,TX,27.96,0,2/10/2000 01:06,0,7,0,5047,12%,7,0,0,0,,
7000,7000, 36 months,6.62%,214.93,A2,3 years,RENT,35000,Not Verified,Fully Paid,small_business,MA,7.61,0,8/15/1995 03:16,1,9,0,1823,8.40%,25,0,0,0,,
